time_seconds,time_minutes,linear_extrusion_rate_mm_s,volumetric_extrusion_rate_mm3_s,filament_extruded_mm,feedrate_mm_min,movement_distance_mm
394.1654,6.5694,37.4178,90.0002,0.1139,16581.52,0.8409
394.1762,6.5696,37.4175,89.9997,0.4063,16581.52,3.001
394.1863,6.5698,37.4181,90.0009,0.3774,16581.52,2.7871
394.1994,6.57,37.4176,89.9998,0.4884,16581.52,3.607
394.2102,6.5702,37.4172,89.9989,0.4044,16581.52,2.9868
394.2256,6.5704,37.4174,89.9993,0.5768,16581.52,4.26
394.2356,6.5706,37.4178,90.0002,0.3746,16581.52,2.767
394.2536,6.5709,37.4177,90.0,0.673,16581.52,4.971
394.2641,6.5711,37.4179,90.0005,0.3943,16581.52,2.9126
394.2842,6.5714,37.4177,90.0001,0.7513,16581.52,5.549
394.2941,6.5716,37.4174,89.9994,0.3716,16581.52,2.7449
394.3166,6.5719,37.4177,89.9999,0.8409,16581.52,6.211
394.3269,6.5721,37.4175,89.9996,0.3844,16581.52,2.8393
394.3511,6.5725,37.4174,89.9994,0.9061,16581.52,6.692
394.361,6.5727,37.4181,90.0009,0.3701,16581.52,2.7332
394.3869,6.5731,37.4176,89.9997,0.9702,16581.52,7.166
394.3889,6.5731,37.4158,89.9955,0.0745,16581.52,0.5506
394.397,6.5733,37.4176,89.9997,0.3018,16581.52,2.2287
394.424,6.5737,37.4178,90.0003,1.0125,16581.52,7.478
394.4339,6.5739,37.4179,90.0005,0.3688,16581.52,2.7242
394.4622,6.5744,37.4175,89.9995,1.0601,16581.52,7.83
394.4627,6.5744,37.4216,90.0094,0.0176,16581.52,0.13
394.4721,6.5745,37.4174,89.9993,0.3523,16581.52,2.6023
394.5009,6.575,37.4176,89.9999,1.0776,16581.52,7.959
394.5107,6.5752,37.4172,89.9989,0.3679,16581.52,2.7175
394.5399,6.5757,37.4176,89.9998,1.0899,16581.52,8.05
394.5497,6.5758,37.4181,90.001,0.3675,16581.52,2.7144
394.5785,6.5763,37.4176,89.9997,1.0782,16581.52,7.963
394.5883,6.5765,37.4175,89.9995,0.3678,16581.52,2.7167
394.6166,6.5769,37.4178,90.0002,1.0557,16581.52,7.797
394.6264,6.5771,37.4175,89.9996,0.3677,16581.52,2.7154
394.6539,6.5776,37.4176,89.9997,1.0302,16581.52,7.609
394.6637,6.5777,37.418,90.0006,0.3677,16581.52,2.7159
394.69,6.5782,37.4177,90.0,0.983,16581.52,7.26
394.6999,6.5783,37.4179,90.0004,0.3694,16581.52,2.728
394.7248,6.5787,37.4178,90.0004,0.9337,16581.52,6.896
394.7347,6.5789,37.4175,89.9996,0.3677,16581.52,2.7154
394.7584,6.5793,37.4176,89.9997,0.8897,16581.52,6.571
394.7683,6.5795,37.418,90.0006,0.3684,16581.52,2.7213
394.7909,6.5798,37.4174,89.9994,0.8461,16581.52,6.249
394.8007,6.58,37.4179,90.0005,0.3679,16581.52,2.7171
394.8222,6.5804,37.4177,90.0,0.8048,16581.52,5.944
394.8321,6.5805,37.4173,89.999,0.3679,16581.52,2.7174
394.8526,6.5809,37.4178,90.0002,0.7666,16581.52,5.662
394.8624,6.581,37.4181,90.0009,0.3682,16581.52,2.7192
394.8822,6.5814,37.4177,90.0001,0.7395,16581.52,5.462
394.892,6.5815,37.4172,89.9989,0.3675,16581.52,2.714
394.9109,6.5818,37.4176,89.9997,0.708,16581.52,5.229
394.9208,6.582,37.4176,89.9997,0.3692,16581.52,2.7266
394.9391,6.5823,37.4177,90.0,0.6848,16581.52,5.058
394.9489,6.5825,37.4172,89.9988,0.3677,16581.52,2.7155
394.9664,6.5828,37.4178,90.0002,0.6537,16581.52,4.828
394.9763,6.5829,37.4174,89.9993,0.3708,16581.52,2.7385
394.9935,6.5832,37.4175,89.9996,0.643,16581.52,4.749
395.0034,6.5834,37.4172,89.999,0.37,16581.52,2.7329
395.0201,6.5837,37.4177,90.0,0.6266,16581.52,4.628
395.0301,6.5838,37.4178,90.0002,0.3743,16581.52,2.7641
395.0466,6.5841,37.4176,89.9999,0.6183,16581.52,4.567
395.0566,6.5843,37.4175,89.9995,0.3749,16581.52,2.7686
395.0729,6.5845,37.4178,90.0004,0.607,16581.52,4.483
395.083,6.5847,37.4178,90.0002,0.3806,16581.52,2.8112
395.0992,6.585,37.4177,90.0,0.6045,16581.52,4.465
395.1095,6.5852,37.4178,90.0003,0.3873,16581.52,2.8603
395.1258,6.5854,37.4175,89.9996,0.6071,16581.52,4.484
395.1363,6.5856,37.4175,89.9995,0.3947,16581.52,2.9155
395.153,6.5859,37.4177,90.0,0.6251,16581.52,4.617
395.164,6.5861,37.4174,89.9993,0.4094,16581.52,3.0237
395.1808,6.5863,37.4175,89.9994,0.6315,16581.52,4.664
395.1924,6.5865,37.4177,90.0,0.4319,16581.52,3.19
395.2095,6.5868,37.4174,89.9993,0.6388,16581.52,4.718
395.2108,6.5868,37.4208,90.0074,0.0487,16581.52,0.3598
395.2222,6.587,37.4179,90.0005,0.4286,16581.52,3.1655
395.2397,6.5873,37.4175,89.9995,0.6553,16581.52,4.84
395.246,6.5874,37.4179,90.0006,0.2357,16581.52,1.7407
395.2536,6.5876,37.4178,90.0003,0.2846,16581.52,2.1018
395.2718,6.5879,37.4174,89.9993,0.6799,16581.52,5.022
395.2805,6.588,37.4181,90.0009,0.3248,16581.52,2.3987
395.2903,6.5882,37.4172,89.9989,0.3685,16581.52,2.7215
395.3113,6.5885,37.4175,89.9997,0.7835,16581.52,5.787
395.3226,6.5887,37.4179,90.0004,0.4256,16581.52,3.1432
395.3324,6.5889,37.4176,89.9999,0.3643,16581.52,2.6905
395.3709,6.5895,37.4176,89.9998,1.441,16581.52,10.643
395.4011,6.59,37.4177,90.0001,0.5769,16581.52,4.261
395.4135,6.5902,37.4174,89.9993,0.4647,16581.52,3.4322
395.4227,6.5904,37.4179,90.0005,0.3432,16581.52,2.535
395.4274,6.5905,37.4177,90.0,0.1785,16581.52,1.3187
395.4344,6.5906,37.4178,90.0003,0.26,16581.52,1.92
395.441,6.5907,37.4175,89.9996,0.2494,16581.52,1.8422
395.4501,6.5908,37.4175,89.9997,0.3403,16581.52,2.5134
395.4562,6.5909,37.4182,90.0012,0.225,16581.52,1.662
395.4577,6.591,37.4154,89.9945,0.0573,16581.52,0.4236
395.4636,6.5911,37.4176,89.9997,0.2228,16581.52,1.6458
395.4684,6.5911,37.4185,90.0019,0.1767,16581.52,1.3047
395.4755,6.5913,37.4176,89.9999,0.2655,16581.52,1.961
395.4779,6.5913,37.4193,90.0039,0.0901,16581.52,0.6651
395.487,6.5914,37.4174,89.9992,0.3416,16581.52,2.5233
395.4943,6.5916,37.4176,89.9997,0.2725,16581.52,2.013
395.4953,6.5916,37.416,89.9959,0.04,16581.52,0.2951
395.505,6.5917,37.4175,89.9995,0.3611,16581.52,2.6673
395.5127,6.5919,37.4174,89.9994,0.2866,16581.52,2.117
395.5231,6.5921,37.4174,89.9992,0.3908,16581.52,2.8865
395.5317,6.5922,37.4174,89.9993,0.3228,16581.52,2.384
395.5418,6.5924,37.4172,89.9989,0.3761,16581.52,2.7776
395.5509,6.5925,37.4178,90.0003,0.342,16581.52,2.526
395.5609,6.5927,37.4177,90.0001,0.375,16581.52,2.7694
395.5704,6.5928,37.4174,89.9993,0.3537,16581.52,2.612
395.5721,6.5929,37.42,90.0055,0.0643,16581.52,0.475
395.5803,6.593,37.4178,90.0004,0.3065,16581.52,2.2637
395.5897,6.5932,37.4179,90.0006,0.3503,16581.52,2.587
395.5995,6.5933,37.4172,89.9988,0.3682,16581.52,2.7193
395.6092,6.5935,37.4177,90.0001,0.3611,16581.52,2.667
395.619,6.5936,37.418,90.0007,0.3675,16581.52,2.7143
395.6289,6.5938,37.4172,89.9988,0.3715,16581.52,2.744
395.6387,6.594,37.4178,90.0003,0.3677,16581.52,2.7156
395.6488,6.5941,37.4175,89.9995,0.3757,16581.52,2.775
395.6587,6.5943,37.4176,89.9999,0.3712,16581.52,2.7416
395.6694,6.5945,37.4174,89.9992,0.4018,16581.52,2.968
395.6793,6.5947,37.4177,90.0001,0.3695,16581.52,2.7288
395.6903,6.5948,37.4179,90.0006,0.41,16581.52,3.028
395.7004,6.595,37.4176,89.9997,0.3794,16581.52,2.8023
395.7127,6.5952,37.4178,90.0002,0.4602,16581.52,3.399
395.7137,6.5952,37.4139,89.9909,0.0365,16581.52,0.2699
395.7226,6.5954,37.4178,90.0004,0.3343,16581.52,2.4688
395.736,6.5956,37.4176,89.9999,0.5019,16581.52,3.707
395.7463,6.5958,37.4172,89.9989,0.3841,16581.52,2.8369
395.7613,6.596,37.4174,89.9994,0.563,16581.52,4.158
395.7713,6.5962,37.4175,89.9995,0.3716,16581.52,2.7446
395.7881,6.5965,37.4177,90.0001,0.6299,16581.52,4.652
395.7985,6.5966,37.4172,89.9988,0.3892,16581.52,2.8748
395.8172,6.597,37.4174,89.9994,0.7003,16581.52,5.172
395.8272,6.5971,37.4174,89.9994,0.3722,16581.52,2.7489
395.848,6.5975,37.4175,89.9996,0.7785,16581.52,5.75
395.8585,6.5976,37.4178,90.0003,0.3932,16581.52,2.9043
395.8814,6.598,37.4176,89.9998,0.8585,16581.52,6.341
395.8914,6.5982,37.4179,90.0005,0.3724,16581.52,2.7501
395.9167,6.5986,37.4177,89.9999,0.9471,16581.52,6.995
395.9273,6.5988,37.4181,90.001,0.3981,16581.52,2.9406
395.9551,6.5993,37.4175,89.9997,1.039,16581.52,7.674
395.9651,6.5994,37.4172,89.9987,0.373,16581.52,2.7551
395.9954,6.5999,37.4176,89.9998,1.1361,16581.52,8.391
396.0063,6.6001,37.4177,90.0,0.4052,16581.52,2.9926
396.0394,6.6007,37.4177,89.9999,1.24,16581.52,9.158
396.0494,6.6008,37.4176,89.9998,0.3743,16581.52,2.7645
396.0855,6.6014,37.4176,89.9997,1.3525,16581.52,9.989
396.0965,6.6016,37.4174,89.9992,0.409,16581.52,3.0206
396.1354,6.6023,37.4176,89.9999,1.4578,16581.52,10.767
396.1455,6.6024,37.4177,90.0001,0.375,16581.52,2.7694
396.1873,6.6031,37.4177,89.9999,1.5654,16581.52,11.562
396.1982,6.6033,37.4178,90.0003,0.4076,16581.52,3.0106
396.2427,6.604,37.4177,90.0001,1.6673,16581.52,12.314
396.2527,6.6042,37.4173,89.9991,0.3742,16581.52,2.7639
396.3,6.605,37.4177,89.9999,1.7692,16581.52,13.067
396.311,6.6052,37.4175,89.9996,0.41,16581.52,3.0286
396.3614,6.606,37.4177,90.0,1.8854,16581.52,13.925
396.3713,6.6062,37.4178,90.0003,0.3719,16581.52,2.7466
396.4253,6.6071,37.4177,90.0,2.0191,16581.52,14.913
396.4363,6.6073,37.4178,90.0002,0.4137,16581.52,3.0552
396.4941,6.6082,37.4177,90.0001,2.1621,16581.52,15.969
396.504,6.6084,37.418,90.0008,0.3697,16581.52,2.7302
396.5655,6.6094,37.4177,90.0,2.2997,16581.52,16.985
396.5763,6.6096,37.4175,89.9996,0.4043,16581.52,2.9859
396.6415,6.6107,37.4177,90.0001,2.4409,16581.52,18.028
396.6513,6.6109,37.4177,90.0001,0.3681,16581.52,2.7191
396.7205,6.612,37.4177,89.9999,2.5881,16581.52,19.115
396.725,6.6121,37.4166,89.9975,0.1673,16581.52,1.2359
396.7314,6.6122,37.4177,90.0,0.2403,16581.52,1.7746
396.8049,6.6134,37.4176,89.9998,2.7488,16581.52,20.302
396.8147,6.6136,37.4178,90.0004,0.3675,16581.52,2.7146
396.8925,6.6149,37.4177,90.0001,2.9119,16581.52,21.507
396.9037,6.6151,37.4174,89.9992,0.4173,16581.52,3.0823
396.9868,6.6164,37.4177,89.9999,3.1103,16581.52,22.972
396.9966,6.6166,37.4178,90.0002,0.3675,16581.52,2.7143
397.0854,6.6181,37.4177,90.0,3.3241,16581.52,24.551
397.0962,6.6183,37.4178,90.0003,0.4043,16581.52,2.9864
397.1899,6.6198,37.4177,90.0,3.5047,16581.52,25.885
397.1997,6.62,37.4181,90.001,0.368,16581.52,2.7177
397.2984,6.6216,37.4177,90.0,3.6905,16581.52,27.257
397.3089,6.6218,37.4178,90.0003,0.3953,16581.52,2.9199
397.4123,6.6235,37.4177,89.9999,3.8692,16581.52,28.577
397.4222,6.6237,37.418,90.0009,0.3698,16581.52,2.7313
397.5304,6.6255,37.4177,90.0,4.0468,16581.52,29.889
397.5331,6.6256,37.4165,89.9971,0.1017,16581.52,0.7509
397.5411,6.6257,37.4178,90.0002,0.3007,16581.52,2.2211
397.6552,6.6276,37.4177,90.0,4.2689,16581.52,31.529
397.6652,6.6278,37.4181,90.0011,0.374,16581.52,2.7626
397.7858,6.6298,37.4176,89.9999,4.5125,16581.52,33.328
397.7967,6.6299,37.418,90.0008,0.409,16581.52,3.0206
397.9242,6.6321,37.4177,89.9999,4.7698,16581.52,35.229
397.9343,6.6322,37.4173,89.999,0.3776,16581.52,2.7889
398.0688,6.6345,37.4176,89.9999,5.0314,16581.52,37.161
398.0792,6.6347,37.4177,89.9999,0.3883,16581.52,2.868
398.2195,6.637,37.4177,90.0,5.2506,16581.52,38.78
398.2297,6.6372,37.4179,90.0006,0.3809,16581.52,2.8131
398.3758,6.6396,37.4176,89.9999,5.4701,16581.52,40.401
398.386,6.6398,37.4177,89.9999,0.381,16581.52,2.8141
398.5377,6.6423,37.4177,89.9999,5.6758,16581.52,41.92
398.548,6.6425,37.4174,89.9993,0.3843,16581.52,2.8381
398.705,6.6451,37.4176,89.9999,5.8733,16581.52,43.379
398.715,6.6452,37.4178,90.0003,0.3758,16581.52,2.7755
398.8772,6.648,37.4176,89.9999,6.0711,16581.52,44.84
398.8876,6.6481,37.4175,89.9994,0.3887,16581.52,2.8709
399.0554,6.6509,37.4176,89.9999,6.2772,16581.52,46.362
399.0625,6.651,37.418,90.0008,0.2648,16581.52,1.9557
399.0654,6.6511,37.4186,90.0022,0.1096,16581.52,0.8092
399.2385,6.654,37.4177,89.9999,6.4773,16581.52,47.84
399.249,6.6541,37.4179,90.0005,0.3919,16581.52,2.8941
399.4267,6.6571,37.4177,90.0,6.6506,16581.52,49.12
399.4279,6.6571,37.408,89.9767,0.045,16581.52,0.3327
399.4366,6.6573,37.4185,90.0021,0.323,16581.52,2.3853
399.6177,6.6603,37.4176,89.9998,6.7784,16581.52,50.064
399.6283,6.6605,37.4179,90.0005,0.3943,16581.52,2.9126
399.8118,6.6635,37.4177,90.0001,6.8675,16581.52,50.722
399.8218,6.6637,37.4169,89.9981,0.3742,16581.52,2.7637
400.0073,6.6668,37.4176,89.9999,6.94,16581.52,51.257
400.0178,6.667,37.4187,90.0025,0.3943,16581.52,2.9122
400.2047,6.6701,37.4176,89.9998,6.9918,16581.52,51.64
400.215,6.6703,37.4172,89.9989,0.3879,16581.52,2.8651
400.4023,6.6734,37.4177,90.0,7.0055,16581.52,51.741
400.4126,6.6735,37.4181,90.0009,0.3885,16581.52,2.8696
400.4336,6.6739,37.4177,90.0001,0.7839,16581.52,5.79
400.4387,6.674,37.4185,90.0019,0.1928,16581.52,1.4243
400.4533,6.6742,37.4186,90.0022,0.5455,16581.52,4.0291
400.4616,6.6744,37.4159,89.9957,0.3115,16581.52,2.301
400.6094,6.6768,37.4176,89.9998,4.6503,16581.52,34.346
400.6159,6.6769,37.4174,89.9993,0.2421,16581.52,1.788
400.6195,6.677,37.4176,89.9998,0.1375,16581.52,1.0152
400.6207,6.677,37.4137,89.9904,0.0433,16581.52,0.3197
400.7149,6.6786,37.4177,90.0,3.5238,16581.52,26.026
400.7181,6.6786,37.4163,89.9968,0.1187,16581.52,0.877
400.7274,6.6788,37.4178,90.0004,0.3484,16581.52,2.5733
400.7351,6.6789,37.4181,90.0011,0.2899,16581.52,2.1413
400.801,6.68,37.4176,89.9999,2.4669,16581.52,18.22
400.8065,6.6801,37.4179,90.0004,0.2037,16581.52,1.5044
400.8238,6.6804,37.4179,90.0004,0.6485,16581.52,4.7893
400.8517,6.6809,37.4176,89.9998,1.0417,16581.52,7.694
400.9622,6.6827,1.001,2.4078,0.0035,11520.0,0.6771
400.9708,6.6828,1.1802,2.8387,0.0102,5983.25,0.8593
400.9809,6.683,1.5693,3.7745,0.0158,5102.42,0.8589
400.9919,6.6832,2.0078,4.8292,0.0221,4779.02,0.8755
401.0032,6.6834,2.4718,5.9453,0.028,4640.78,0.8765
401.0147,6.6836,2.9469,7.088,0.0339,4566.78,0.8769
401.0263,6.6838,3.428,8.2453,0.0399,4523.81,0.8765
401.038,6.684,3.9127,9.411,0.0457,4494.78,0.8756
401.0498,6.6842,4.3997,10.5826,0.0517,4476.23,0.8765
401.0614,6.6844,4.885,11.7498,0.0566,4466.52,0.863
401.073,6.6845,5.3672,12.9097,0.0623,4456.02,0.862
401.0846,6.6847,5.8505,14.0722,0.0681,4448.24,0.863
401.0963,6.6849,6.3346,15.2365,0.0738,4442.04,0.862
401.102,6.685,6.6958,16.1053,0.0384,4519.31,0.4323
401.1141,6.6852,7.0659,16.9955,0.0852,4427.36,0.8898
401.1261,6.6854,7.5679,18.2028,0.0915,4424.46,0.8912
401.1382,6.6856,8.07,19.4106,0.0975,4422.75,0.8903
401.1496,6.6858,8.5581,20.5847,0.0976,4427.85,0.8413
401.161,6.686,9.0321,21.7247,0.1029,4425.62,0.8404
401.1693,6.6862,9.4414,22.7091,0.0785,4453.22,0.6168
401.1776,6.6863,9.7872,23.5411,0.0814,4450.18,0.6168
401.1836,6.6864,10.0834,24.2535,0.0599,4469.88,0.4423
401.1888,6.6865,10.3143,24.8089,0.0534,4571.11,0.3941
401.1984,6.6866,10.6227,25.5505,0.1026,4707.39,0.7579
401.2141,6.6869,11.1494,26.8173,0.1748,4940.67,1.2909
401.2366,6.6873,11.9436,28.7277,0.2691,5292.67,1.9872
401.2555,6.6876,12.8048,30.7991,0.242,5674.47,1.7877
401.2722,6.6879,13.5442,32.5775,0.2257,6002.05,1.6672
401.2889,6.6881,14.2387,34.248,0.2385,6309.73,1.7611
401.3078,6.6885,14.9781,36.0266,0.282,6637.47,2.0824
401.3229,6.6887,15.6835,37.7233,0.2369,6950.06,1.75
401.3375,6.689,16.3012,39.209,0.2381,7223.92,1.7586
401.3513,6.6892,16.8915,40.6289,0.2329,7485.32,1.72
401.3646,6.6894,17.4553,41.9849,0.2329,7735.13,1.72
401.3702,6.6895,17.8501,42.9344,0.1007,7910.24,0.7437
401.3828,6.6897,18.2287,43.8452,0.2292,8078.04,1.6931
401.394,6.6899,18.723,45.034,0.2099,8297.21,1.5501
401.4197,6.6903,19.3674,46.5839,0.4982,8582.56,3.6794
401.4337,6.6906,20.0676,48.2683,0.2791,8892.86,2.061
401.4472,6.6908,20.6373,49.6384,0.2786,9145.24,2.0575
401.4667,6.6911,21.2328,51.0708,0.4151,9409.24,3.0662
401.4857,6.6914,21.8647,52.5907,0.4154,9689.16,3.0679
401.4919,6.6915,22.3114,53.6652,0.1393,9887.01,1.0286
401.5104,6.6918,22.6519,54.484,0.4185,10038.07,3.0913
401.5287,6.6921,23.0777,55.5084,0.4221,10226.95,3.1173
401.5438,6.6924,23.3624,56.1931,0.3533,10352.89,2.6092
401.5528,6.6925,23.4773,56.4695,0.2108,10403.84,1.5568
401.5708,6.6928,23.5437,56.6291,0.4236,10433.22,3.1289
401.5949,6.6932,23.6563,56.9001,0.5702,10483.21,4.2111
401.6128,6.6935,23.6869,56.9736,0.423,10496.86,3.1241
401.6478,6.6941,23.7179,57.0482,0.8304,10510.48,6.1332
401.6566,6.6943,23.6707,56.9347,0.2094,10489.5,1.5467
401.6839,6.6947,23.6402,56.8613,0.6441,10476.11,4.7573
401.7034,6.6951,23.599,56.7622,0.4616,10457.77,3.4095
401.7186,6.6953,23.5989,56.762,0.3585,10457.77,2.6477
401.7276,6.6955,23.5555,56.6576,0.2114,10438.7,1.5612
401.7425,6.6957,23.5219,56.5767,0.3501,10423.54,2.586
401.7544,6.6959,23.4994,56.5226,0.2807,10413.75,2.0735
401.7659,6.6961,23.479,56.4736,0.2694,10404.65,1.9894
401.7837,6.6964,23.4069,56.3001,0.417,10372.78,3.08
401.8016,6.6967,23.2748,55.9824,0.4156,10314.05,3.0696
401.8193,6.697,23.0579,55.4607,0.4086,10218.1,3.0178
401.837,6.6973,22.866,54.9992,0.4042,10133.02,2.9852
401.8492,6.6975,22.6957,54.5895,0.2781,10057.46,2.0541
401.8615,6.6977,22.5636,54.2717,0.2774,9998.89,2.0489
401.8675,6.6978,22.4243,53.9367,0.1333,9936.9,0.9843
401.8799,6.698,22.3173,53.6793,0.2772,9889.75,2.0475
401.8862,6.6981,22.1878,53.3678,0.14,9832.69,1.0341
401.8985,6.6983,22.0566,53.0522,0.2709,9774.36,2.0006
401.9048,6.6984,21.8753,52.6163,0.1379,9694.08,1.0184
401.9233,6.6987,21.7445,52.3015,0.4021,9635.93,2.9699
401.9297,6.6988,21.7439,52.3002,0.1392,9635.93,1.0279
401.942,6.699,21.8072,52.4523,0.2679,9663.71,1.9789
401.9485,6.6991,21.8064,52.4506,0.142,9663.71,1.0487
401.9607,6.6993,21.905,52.6876,0.2674,9707.01,1.9752
401.9666,6.6994,22.0054,52.9291,0.1313,9751.72,0.9699
401.9788,6.6996,22.1322,53.2342,0.2685,9807.88,1.9833
401.9848,6.6997,22.236,53.4839,0.1335,9854.19,0.9861
401.9968,6.6999,22.348,53.7532,0.2684,9903.55,1.982
402.0028,6.7,22.4629,54.0296,0.1347,9954.34,0.9949
402.0148,6.7002,22.564,54.2728,0.2706,9999.06,1.9984
402.0208,6.7003,22.5638,54.2724,0.1355,9999.06,1.0011
402.0335,6.7006,22.6496,54.4786,0.2875,10037.0,2.1232
402.0389,6.7006,22.5914,54.3386,0.1229,10011.68,0.9077
402.0572,6.701,22.5041,54.1286,0.4106,9972.61,3.0322
402.0633,6.7011,22.4174,53.92,0.1384,9934.27,1.0219
402.0757,6.7013,22.2952,53.6261,0.2758,9879.88,2.0369
402.0817,6.7014,22.1704,53.326,0.1324,9824.44,0.9778
402.1005,6.7017,22.0465,53.028,0.416,9769.94,3.0727
402.1068,6.7018,21.9381,52.7672,0.1375,9721.81,1.0152
402.1194,6.702,21.8075,52.4532,0.2754,9663.9,2.034
402.1215,6.702,21.7528,52.3215,0.0447,9640.17,0.33
402.1258,6.7021,21.6387,52.0472,0.0925,9588.85,0.6832
402.1402,6.7023,21.4411,51.5719,0.3093,9501.56,2.2844
402.1432,6.7024,21.2693,51.1585,0.0642,9425.94,0.474
402.1585,6.7026,20.8889,50.2436,0.3193,9256.92,2.3585
402.1653,6.7028,20.4306,49.1412,0.1382,9053.86,1.021
402.1863,6.7031,19.8534,47.7531,0.4167,8798.02,3.0777
402.2089,6.7035,19.1305,46.0143,0.4338,8477.73,3.2043
402.23,6.7038,18.5406,44.5953,0.3906,8216.29,2.8846
402.2375,6.704,18.081,43.4899,0.136,8012.36,1.0044
402.2602,6.7043,17.7887,42.7867,0.404,7883.02,2.9836
402.283,6.7047,17.6529,42.4602,0.4026,7822.82,2.9732
402.2984,6.705,17.653,42.4605,0.2715,7822.82,2.0054
402.3059,6.7051,17.7253,42.6343,0.1332,7855.0,0.9834
402.3135,6.7052,17.7976,42.8083,0.1353,7887.02,0.9992
402.3354,6.7056,17.8277,42.8806,0.39,7900.28,2.8802
402.3464,6.7058,18.069,43.461,0.1982,8007.24,1.4635
402.3571,6.706,18.4234,44.3134,0.1985,8164.08,1.466
402.3711,6.7062,18.6865,44.9463,0.2616,8280.79,1.9322
402.3781,6.7063,18.9522,45.5853,0.1325,8398.87,0.9784
402.3908,6.7065,19.2,46.1814,0.2442,8508.42,1.8038
402.4051,6.7068,19.4277,46.7292,0.2767,8609.24,2.0435
402.4118,6.7069,19.6936,47.3687,0.1326,8727.41,0.979
402.4186,6.707,19.8842,47.8269,0.1356,8811.4,1.0019
402.4316,6.7072,20.0052,48.1182,0.26,8865.28,1.9203
402.4382,6.7073,20.2125,48.6167,0.1333,8956.82,0.9848
402.4446,6.7074,20.4104,49.0926,0.1297,9044.69,0.9581
402.4572,6.7076,20.5653,49.4653,0.2593,9113.59,1.9152
402.473,6.7079,20.7708,49.9595,0.3289,9204.59,2.4291
402.4827,6.708,21.0503,50.6317,0.2043,9328.42,1.5086
402.4923,6.7082,21.3368,51.3209,0.2039,9455.24,1.506
402.5068,6.7084,21.5571,51.851,0.313,9552.88,2.3116
402.5302,6.7088,21.8341,52.5172,0.5109,9675.67,3.7734
402.54,6.709,22.1834,53.3574,0.2172,9830.62,1.6043
402.5456,6.7091,22.4726,54.0529,0.125,9958.42,0.9236
402.5551,6.7093,22.6161,54.3981,0.2163,10022.48,1.5972
402.5647,6.7094,22.6446,54.4665,0.2161,10034.92,1.5962
402.576,6.7096,22.7514,54.7236,0.2571,10082.42,1.8993
402.5854,6.7098,22.8581,54.9801,0.2153,10129.35,1.5903
402.5948,6.7099,22.8575,54.9787,0.2154,10129.35,1.5908
402.6063,6.7101,22.9568,55.2176,0.2628,10173.14,1.9411
402.6156,6.7103,23.0564,55.4571,0.2146,10217.32,1.5847
402.656,6.7109,23.0562,55.4565,0.9318,10217.32,6.8824
402.6652,6.7111,23.164,55.7158,0.2131,10265.07,1.5743
402.6743,6.7112,23.3366,56.131,0.2132,10341.67,1.5747
402.6887,6.7115,23.3765,56.227,0.3359,10359.28,2.4812
402.6979,6.7116,23.2692,55.9689,0.2134,10311.65,1.5758
402.7208,6.712,23.0829,55.5209,0.5301,10229.09,3.915
402.7302,6.7122,22.8572,54.9779,0.2141,10129.18,1.5811
402.746,6.7124,22.7071,54.6169,0.3597,10064.06,2.657
402.7619,6.7127,22.6377,54.45,0.3597,10030.35,2.6562
402.7716,6.7129,22.4382,53.9701,0.2163,9943.23,1.5974
402.7813,6.713,22.2421,53.4984,0.2162,9856.53,1.5971
402.7987,6.7133,22.0322,52.9936,0.3847,9763.42,2.8414
402.8227,6.7137,21.8256,52.4967,0.5225,9671.95,3.8593
402.8301,6.7138,21.6459,52.0645,0.1603,9592.08,1.1841
402.8523,6.7142,21.4721,51.6465,0.4775,9515.39,3.5265
402.8594,6.7143,21.3106,51.2579,0.1498,9443.43,1.1065
402.8818,6.7147,21.0693,50.6776,0.4725,9336.74,3.4896
402.9039,6.7151,20.8306,50.1035,0.4596,9231.0,3.3943
402.9264,6.7154,20.6721,49.7222,0.4654,9160.77,3.4376
402.9338,6.7156,20.5049,49.3199,0.1519,9086.88,1.122
402.9557,6.7159,20.2462,48.6978,0.444,8972.1,3.2792
402.9788,6.7163,19.9975,48.0997,0.461,8861.88,3.4051
403.0032,6.7167,19.7859,47.5906,0.4833,8767.98,3.5697
403.0287,6.7171,19.6927,47.3664,0.5034,8726.72,3.7176
403.0369,6.7173,19.5698,47.0709,0.16,8672.56,1.1816
403.0536,6.7176,19.4646,46.8178,0.3247,8625.68,2.3981
403.0618,6.7177,19.3276,46.4882,0.1575,8564.85,1.1633
403.0846,6.7181,19.1891,46.155,0.439,8503.51,3.2423
403.0921,6.7182,19.0389,45.7939,0.1423,8437.08,1.0509
403.1147,6.7186,18.8159,45.2574,0.4255,8338.21,3.143
403.1382,6.719,18.6099,44.7621,0.4372,8246.93,3.229
403.1508,6.7192,18.4395,44.3521,0.2315,8171.38,1.7099
403.1684,6.7195,18.3684,44.1811,0.3232,8139.85,2.3871
403.1917,6.7199,18.3309,44.0909,0.4276,8123.36,3.1586
403.2143,6.7202,18.2937,44.0015,0.414,8106.85,3.058
403.2372,6.7206,18.174,43.7136,0.4149,8053.82,3.0641
403.2586,6.721,18.0544,43.4258,0.3872,8000.83,2.8598
403.2715,6.7212,18.0916,43.5154,0.2326,8017.11,1.7176
403.301,6.7217,18.2021,43.7811,0.5379,8065.28,3.9721
